"tau= 0.01","tau= 0.02","tau= 0.03","tau= 0.04","tau= 0.05","tau= 0.06","tau= 0.07","tau= 0.08","tau= 0.09","tau= 0.10","tau= 0.11","tau= 0.12","tau= 0.13","tau= 0.14","tau= 0.15","tau= 0.16","tau= 0.17","tau= 0.18","tau= 0.19","tau= 0.20","tau= 0.21","tau= 0.22","tau= 0.23","tau= 0.24","tau= 0.25","tau= 0.26","tau= 0.27","tau= 0.28","tau= 0.29","tau= 0.30","tau= 0.31","tau= 0.32","tau= 0.33","tau= 0.34","tau= 0.35","tau= 0.36","tau= 0.37","tau= 0.38","tau= 0.39","tau= 0.40","tau= 0.41","tau= 0.42","tau= 0.43","tau= 0.44","tau= 0.45","tau= 0.46","tau= 0.47","tau= 0.48","tau= 0.49","tau= 0.50","tau= 0.51","tau= 0.52","tau= 0.53","tau= 0.54","tau= 0.55","tau= 0.56","tau= 0.57","tau= 0.58","tau= 0.59","tau= 0.60","tau= 0.61","tau= 0.62","tau= 0.63","tau= 0.64","tau= 0.65","tau= 0.66","tau= 0.67","tau= 0.68","tau= 0.69","tau= 0.70","tau= 0.71","tau= 0.72","tau= 0.73","tau= 0.74","tau= 0.75","tau= 0.76","tau= 0.77","tau= 0.78","tau= 0.79","tau= 0.80","tau= 0.81","tau= 0.82","tau= 0.83","tau= 0.84","tau= 0.85","tau= 0.86","tau= 0.87","tau= 0.88","tau= 0.89","tau= 0.90","tau= 0.91","tau= 0.92","tau= 0.93","tau= 0.94","tau= 0.95","tau= 0.96","tau= 0.97","tau= 0.98","tau= 0.99"
"447",102.332602339181,102.332602339181,102.588960722758,103.102786017991,103.218428313319,104.742105263158,104.742105263158,104.76694933902,105.213508058403,108.026543385128,108.343275649594,108.150949090416,108.297998937922,108.523153863581,108.877796347984,109.302127841456,111.952017499974,113.885830550747,113.819740182794,114.246752467288,115.2,115.570123580467,116.845684984504,117.115183483042,118.109416803699,118.817877439937,118.769136837968,120.340570282894,120.282089404456,121.423683815176,121.083469400379,120.521633165107,119.950168099179,120.649360254751,119.475160058849,120.035104125459,122.440761822743,122.339275263795,123.063112182545,123.577844996028,123.154148393872,123.46151292722,123.438443582787,123.623169779883,123.463444292934,123.485526978965,123.538744393042,124.117394322284,124.098797353818,124.317867702077,124.339522944253,124.573637960997,125.353482919769,125.108579121588,125.363822995811,125.261062163411,124.830809758065,125.311872711209,124.988882309858,124.994088197455,125.268615391459,124.934621148467,125.101302031665,125.616082974397,126.914566680504,126.896282741569,126.925938368307,126.821294624445,127.06338891322,130.064367097531,130.162223258928,130.656196485737,130.698650584928,131.103036820146,132.527937028531,133.159611855965,134.247897616943,134.296514140715,135.310599660446,136.792827017099,137.825184026399,137.714028616818,137.686900119841,137.632555667593,136.758625196261,136.68985821131,135.756228326164,136.236278558226,135.793455066909,137.605042767869,137.851000732717,137.332418512882,138.28782365605,139.402590079196,138.685700996188,138.924199040769,140.783055930044,149.608474015161,144.007345983961
"448",106.107284360513,105.872178692027,106.367247456037,106.591524513542,106.550577670001,107.982995871042,107.883080935602,107.875271686845,108.211962049736,110.765540880177,111.021354933726,111.021354933726,111.021354933726,111.698854206334,112.108539679767,112.732666275767,114.8,116.19712087961,116.138328997373,116.781390832428,117.310553777733,117.480430097981,118.352669603281,118.601449900993,119.332608814922,120.485693716429,120.491281272384,121.905140128393,121.93064170498,122.702582601923,122.610054300896,122.218245669965,121.926548288789,122.62600615904,122.048585932353,122.504441340126,124.721784317585,124.892712264244,125.750742985754,126.171943944666,125.780050784596,126.043678295918,126.021751078592,126.280114540343,126.10580918684,126.13922516313,126.265153133889,126.742253110011,126.744202392656,127.101837172197,127.101582384914,127.268598978191,128.100477445494,128.132582471,128.3644259781,128.348695242238,128.097282971265,128.463837469134,128.37965058548,128.631006146636,128.879944377307,128.781827201723,128.95433716577,129.363210191025,130.622977978625,130.799868110645,130.772594408512,130.811332853573,130.982917330648,133.862987952446,133.873206822305,134.268613739016,134.327814244281,134.627573024983,135.596636732087,136.158291489932,137.040896429416,137.059197705784,138.089614929226,139.442417399573,140.396970519107,140.380861362981,140.447119958793,140.408864934167,139.881382200036,139.782119389103,139.255811354318,139.736847532146,139.547725885608,140.987635318127,141.205927472629,141.017245144792,142.171775092506,143.390624958906,142.862994080166,143.733847588943,145.1761693233,153.775043004184,149.954936873148
"449",106.131961123836,105.896700661525,106.391144635448,106.614575364434,106.573783037284,108.008467003074,107.908550161409,107.900580392552,108.236079907405,110.795825075291,111.050662739322,111.050662739323,111.050662739322,111.725576136844,112.135037409507,112.760639482092,114.823722261521,116.217065881724,116.158132672847,116.802157284621,117.331518914835,117.501997335981,118.372605144798,118.620251943551,119.348913222382,120.499999999999,120.499999999999,121.913136097587,121.937933438836,122.71406695977,122.619196538206,122.225306096718,121.930292734766,122.631119135236,122.046533580521,122.502932938229,124.725532270391,124.895805320703,125.752279972071,126.174748178361,125.782593328089,126.046993492016,126.025143570698,126.282185589786,126.108544274897,126.141815192864,126.267096279258,126.742215719816,126.744107983082,127.102449562929,127.102109846552,127.268647004314,128.101214271544,128.131279962088,128.363497929556,128.347244128557,128.094574742922,128.460790363654,128.373018590447,128.623081036623,128.872378474126,128.772507699688,128.94513738898,129.355162385454,130.61563943976,130.791417031189,130.76438421143,130.802599791301,130.97353268824,133.860315312052,133.870799300413,134.265468874751,134.324464588745,134.623107751575,135.593178049379,136.156482841071,137.041860095668,137.060375230085,138.092394318645,139.438790102345,140.395533164602,140.379318214158,140.445341380052,140.40703905618,139.876549871653,139.776215976371,139.247840851344,139.729838889854,139.538893948403,140.977310940182,141.19709179255,141.005904927777,142.159675924433,143.379823640004,142.850982598699,143.719497169406,145.166229102693,153.767963046065,149.940911000566
"450",118.565038419698,118.42469148388,119.942940273478,120.187788696234,120.081871320796,121.213279011482,121.147102738016,121.255197545052,121.587143235967,123.282586413525,123.554794691195,124.048874763688,124.077646576655,125.648261246123,126.131425010419,127.179175501996,127.989440949219,128.322429312759,128.541572364374,129.560899505169,129.494926734387,129.426460585557,129.560460250157,129.845003828258,130.294027690222,132.174892235955,132.47118183667,133.436700194658,133.62445335952,133.718422670494,134.231135617765,134.389137788864,134.7759738304,135.454237972029,136.239837673507,136.544203963511,138.084278879987,138.847066224971,139.905424778196,140.168923619834,140.207767222957,140.393995668706,140.448564040733,140.98238316948,141.008522107167,141.114650158052,141.468081733869,141.866386144697,141.990313278393,142.754852349225,142.817939799261,142.949361535737,143.774817754621,144.366104248505,144.588725699297,144.804082553979,145.099611038277,145.323414656358,145.841858902245,146.473329112434,146.676032939079,147.100961891789,147.350024001546,147.564848243009,148.647924026483,149.215346913618,149.235019174833,149.671176372472,149.749261056037,151.895066702467,151.877483019219,152.136252634963,152.347129721248,152.530208439537,152.606958493025,153.050534578768,153.55121306728,153.562837429149,154.623914343453,155.558278337026,156.220236076809,156.63773847348,156.945975793379,157.05150606267,157.383003430078,157.473944297052,157.766166520602,158.458207445117,158.958649068231,159.79787793345,160.277393517984,161.010114736471,162.591940122433,163.918050207621,164.297958478576,166.623084155434,167.520367083679,173.023205309147,174.314588880844
"451",124.019685185682,124.23971978828,126.236129686182,126.846905511544,126.885086569493,127.898890425623,127.98053269429,128.21549819496,128.67418742356,130.050968541747,130.416605145238,131.045174507491,131.276222184372,132.954465171377,133.422783936727,134.540012785986,135.109258512622,135.292451374357,135.708866213993,136.742654591935,136.748688091306,136.747389146786,136.816631061655,137.150510712095,137.702975621841,139.586832705212,140.019202941546,140.843423374949,141.058227332723,141.106406466422,141.765958481709,142.12655444012,142.676569395139,143.336107741618,144.406539687525,144.722450533676,145.980767601654,146.850122047116,147.89943615974,148.158494976526,148.475058945367,148.662103838665,148.775810499598,149.42209875837,149.616122694533,149.76283806958,150.196695189554,150.655109574238,150.844992761671,151.740694757497,151.878875707744,152.064285714285,152.819033063368,153.487478356562,153.730986664909,154.011705950506,154.496946576719,154.750187858972,155.431571835078,156.0530862767,156.252044500527,156.777810395732,157.085845940987,157.286624506388,158.279153699976,158.897741347553,159.02323372707,159.578994332185,159.686336103575,161.45194841801,161.520528399956,161.794819065966,162.099245069507,162.319500587336,162.284142637159,162.723996018172,163.191300945001,163.235655353147,164.29524541801,165.102949660823,165.646121294937,166.266882094231,166.641780733858,166.836639828749,167.399231973701,167.667361622183,168.089185799255,168.913248530302,169.616145708078,170.448384862469,171.149628107758,172.160318351449,173.837499999998,175.112283901172,175.928239844339,178.554704027651,179.547765363129,183.234940289163,186.11681897898
"452",127.848073485267,128.375577965538,130.684932959948,131.614110227553,131.786060076296,132.725578254014,132.933804841396,133.26814478982,133.837397911871,135.025388308539,135.47480187207,136.169697928488,136.575682250319,138.252188057823,138.698688763937,139.831166758958,140.31495690111,140.474125612669,141.034467333515,142.040114321589,142.170968226932,142.25366493674,142.341112629755,142.713640006828,143.384071143784,145.196048617466,145.711696765592,146.459571382374,146.685015772783,146.766885825205,147.491279892929,147.972403634918,148.594262114937,149.238240417448,150.415103637695,150.756028111584,151.834222053982,152.734203153279,153.757617399838,154.028332277247,154.541484287212,154.739487014788,154.898664106449,155.613727875712,155.934555844803,156.109263884804,156.589533655132,157.107251188188,157.34225378798,158.309328861464,158.507035661712,158.743090551272,159.434870586597,160.111736093216,160.374127235392,160.687791801545,161.282740011036,161.575258283971,162.339604454624,162.915909947099,163.115909077672,163.674991915329,164.030679505737,164.239652089091,165.16840853748,165.79017753078,166.004019404949,166.62259971298,166.771529499095,168.288277913881,168.435468446121,168.736610565292,169.107358247107,169.371356147305,169.329571616778,169.777738129442,170.255048591002,170.328997687855,171.381934365222,172.13641547358,172.607646121142,173.359806000658,173.768156943406,174.027188291099,174.709327674387,175.112903573277,175.57024745238,176.476792843979,177.284506082913,178.168636104686,179.034266954084,180.189662446138,181.913541399822,183.129672058026,184.229489415293,186.963265306123,188.09288508563,190.608687398619,194.329443355471
"453",115.097687467551,114.805438538962,115.997703320625,116.098185361438,115.944868343665,117.164192139111,117.037061313018,117.080635180122,117.361909522067,119.305950340402,119.539609355433,119.918246477331,119.864626198432,121.271969619604,121.750488600268,122.721893574654,123.770733104521,124.285339158425,124.394382654695,125.362229470241,125.344174837958,125.281291840586,125.529381982858,125.787209205176,126.225924082131,128.009346312781,128.198058213475,129.273948023682,129.429975844348,129.638442682045,130.01128191688,130.015718545603,130.243686314994,130.935403404034,131.416799793682,131.73795552152,133.485655716244,134.130683487923,135.165567976326,135.452532426159,135.328454303864,135.52682371122,135.549809047568,136.001735686049,135.941014856968,136.021367472992,136.312164729,136.692034501983,136.774829135405,137.440780278947,137.465630632696,137.579440950413,138.432760686107,138.916671709973,139.133304992194,139.292908008553,139.443915626188,139.673540182301,140.045233577153,140.630195738082,140.840013029579,141.154679130073,141.372595855923,141.619552051743,142.76090217311,143.255262675202,143.228264233129,143.567288318942,143.647083053919,146.054402087911,146.008429667931,146.27633605873,146.430070852893,146.61115278357,146.845977855449,147.310163810723,147.877511961721,147.877511961725,148.939493484367,149.965733252686,150.717279907987,151.001836244403,151.25400598934,151.307268573638,151.43614711062,151.433831707565,151.569116697747,152.180982346695,152.511087260361,153.425051390247,153.791124220856,154.291424894552,155.778091903559,157.112314988795,157.206398447505,159.223197937238,160.158163887956,166.8,166.8
"454",124.058165171115,124.275413484858,126.251399653432,126.863395492032,126.900208001879,127.916581328515,127.998189285132,128.231677019214,128.690556773184,130.077143644259,130.442368313853,131.069067896462,131.297995512501,132.971452063188,133.43949462002,134.560334973488,135.123196990759,135.301940958972,135.7207049699,136.755720107634,136.761673398915,136.760364808767,136.82854090999,137.161054061326,137.712055480181,139.594226784956,140.016251826858,140.840782066615,141.053680365651,141.105338722018,141.76123444243,142.117859794896,142.661043499478,143.323492151802,144.37915678236,144.697595144151,145.965420782021,146.834643658496,147.884103565409,148.142827163989,148.459087582099,148.646710421338,148.760520746603,149.4053333264,149.602426721879,149.747930206734,150.179070807057,150.63569037962,150.825221021444,151.725708091325,151.861575707651,152.046428571428,152.799862384833,153.463488076626,153.707633786217,153.987915737679,154.473039099699,154.726746836616,155.403951075702,156.023501929739,156.221306603288,156.743985325493,157.050922012321,157.251522096823,158.245692380424,158.86170544945,158.986032584432,159.542641679176,159.649492846053,161.426926831691,161.49672484879,161.770214172573,162.07176112823,162.291983850578,162.257466266468,162.7,163.168314252465,163.212027086464,164.275541038952,165.075924658043,165.622834719397,166.245532997777,166.621487284107,166.816453152569,167.375417225222,167.645370884919,168.06263183921,168.887223089393,169.58766850675,170.420899846735,171.128258585442,172.1337966001,173.799999999998,175.075893015622,175.89325700258,178.516916572984,179.508379888268,183.199290831167,186.064334524252
"455",124.070991832926,124.287311383717,126.256489642515,126.868892152194,126.905248479341,127.922478296145,128.004074815413,128.237069960632,128.696013223059,130.08586867843,130.450956036725,131.077032359452,131.305253288543,132.977114360459,133.445064847784,134.567109035988,135.127843150138,135.305104153844,135.72465122187,136.760075279534,136.766001834784,136.764690029427,136.832510859435,137.164568511069,137.715082099628,139.596691478204,140.015268121962,140.839901630504,141.05216470996,141.104982807217,141.75965976267,142.114961579821,142.655868200924,143.319286955196,144.370029147305,144.689310014309,145.960305175477,146.829484195622,147.878992700632,148.137604559811,148.453763794343,148.641579282229,148.755424162271,149.399744849076,149.597861397661,149.742960919119,150.173196012892,150.629217314748,150.818630441368,151.720712535935,151.855809040953,152.040476190475,152.793472158655,153.455491316648,153.699849493319,153.979985666736,154.465069940692,154.718933162497,155.39474415591,156.013640480752,156.211060637542,156.73271030208,157.039280702766,157.239821293635,158.234538607241,158.849693483416,158.973632203552,159.530524128173,159.637211760212,161.418586302918,161.488790331734,161.762012541442,162.06259981447,162.282811604992,162.248574142904,162.692001327277,163.16065202162,163.204150997569,164.268972912599,165.066916323783,165.615072527551,166.238416632292,166.614722800856,166.809724260508,167.36747897573,167.638040639164,168.053780519195,168.878547942423,169.578176106307,170.411738174824,171.121135411336,172.124956016317,173.787499999998,175.063762720438,175.881596055327,178.504320754762,179.495251396648,183.187407678501,186.046839706009
"456",127.889900051302,128.413070304465,130.690247164019,131.622053515619,131.791690074288,132.733506793015,132.941680006097,133.273783944062,133.844294585134,135.043041116467,135.492576697377,136.184481106364,136.587073330847,138.257989540312,138.704227673414,139.8413036939,140.318280656913,140.473352946362,141.037566402588,142.044405984953,142.174972609424,142.257172205509,142.344219953878,142.715467731552,143.38555539116,145.196434118201,145.7,146.448948513685,146.671907238383,146.755989947881,147.476407640234,147.952843861157,148.566425125096,149.213965092786,150.372932870897,150.717466209861,151.806668780325,152.70696328632,153.731855659854,154.001020390232,154.513896071189,154.712205390185,154.871486507973,155.585246345005,155.910454218111,156.083339280463,156.559780126842,157.076210388956,157.310694531274,158.284860283004,158.478933692252,158.714480701802,159.403608040101,160.074393652448,160.337505068319,160.650888351966,161.246654630479,161.540190332586,162.300716835648,162.874915079973,163.072781164635,163.628327404574,163.982161041304,164.189926478243,165.12074125729,165.73928095738,165.951065734393,166.571421917984,166.720088000985,168.250381488086,168.399308781768,168.699758627274,169.066063665492,169.330901587219,169.289656369837,169.740791419457,170.217498949943,170.29025044172,171.348183847194,172.096077306915,172.571537483882,173.326881965391,173.737110286796,173.9963503116,174.675089939529,175.08244112384,175.534137518687,176.440759052357,177.246008110551,178.132919581867,179.007144262442,180.156299817593,181.86322073428,183.080087696267,184.183126053653,186.914285714286,188.037820502339,190.557312232319,194.25668892597
"457",140.9,142.498875350527,145.631361517779,147.678546277532,148.345916514219,149.080775189642,149.731111475597,150.386354892093,151.34017812614,152.099982003896,152.873165186173,153.665244179095,154.685735328553,156.087388703445,156.427004739744,157.482304395544,157.970301337745,158.310827478317,159.303300212796,160.091002448819,160.822999742194,161.269205501687,161.609203737916,162.102218736396,163.251931739037,164.624442919081,165.310925287232,165.920645387563,166.172957064243,166.581930750523,167.364674645033,168.124450291599,168.812737032267,169.394417174997,170.569528858173,171.032407949582,171.622740090371,172.459483598895,173.364066714908,173.709523593132,174.781463618599,175.057216205255,175.369667470599,176.243900582666,176.961494706001,177.214892251467,177.793532750907,178.53107708435,178.89194761536,179.98873811073,180.381343545141,180.803203669096,181.258731460744,181.805461809036,182.133249084193,182.49806664335,183.335380928178,183.794269522057,184.715859972578,185.056777500582,185.268037276912,185.798022655977,186.334533029225,186.626386589837,187.353481331173,187.871825031297,188.388147167782,189.114976298238,189.491064587615,190.391856180388,190.825649878895,191.251504013253,191.81537597769,192.258897130615,192.42846043019,192.930159770866,193.538978671213,193.720546438398,194.721299012658,195.534400825719,195.844252114592,196.927904593819,197.390473178808,197.843986487054,198.772083082675,199.603152110344,200.025531164399,201.066240693036,202.04977460621,203.245116286827,204.594463098434,205.984579449941,207.820605829206,208.776885924554,210.598549934597,213.268485674692,214.986267716819,215.060671398711,220.147817800417
"458",143.379759173231,145.158433884882,148.402550854067,150.636404982755,151.389844879774,152.093051319224,152.817550966369,153.523963246591,154.54083820089,155.252092352092,156.08607699763,156.88089367534,158.004818959368,159.33143562625,159.64908283024,160.676538707353,161.191404390569,161.58594961609,162.643202179598,163.380799757327,164.229124738972,164.743084634535,165.14244032952,165.653456476172,166.888115463503,168.17030013949,168.86895617203,169.469424543604,169.729211384744,170.215952997891,170.991343738139,171.784050574745,172.465323231141,173.03411257132,174.172234732588,174.657785939632,175.175968826084,175.984139200918,176.869225324713,177.229468957274,178.379776027501,178.674445512004,179.013449837564,179.90526403823,180.684587588487,180.949257811481,181.537765368676,182.312016127333,182.690716618103,183.795586921738,184.219783570599,184.673203307855,185.086052130788,185.594763000167,185.932908552559,186.299684471939,187.163879622598,187.652036323021,188.590259169884,188.887635021364,189.101042496996,189.611487417094,190.183511808886,190.494710301523,191.187325669026,191.676314684515,192.242908046231,192.976071009559,193.404501723029,194.23422976061,194.717045283184,195.165940852394,195.758425836517,196.233709067934,196.4605470008,196.972487477374,197.611843135084,197.811967545641,198.798524348115,199.661429630783,199.954545454546,201.078987039396,201.544533016037,202.028320945241,202.987332614137,203.885069873911,204.293446574703,205.32969437706,206.323087023745,207.578914489172,208.996480084784,210.396323070959,212.254211952523,213.158962149418,215.070203605767,217.680830225439,219.502901890906,219.432406158654,224.569966416369
"459",148.666938695481,150.790648410819,154.243500866551,156.828920863309,157.749975346855,158.392700370672,159.258576109084,160.061437587291,161.194374984647,161.830624949997,162.787970528336,163.579342885375,164.902286939102,166.062837602106,166.334532824518,167.295080292127,167.875505452172,168.385849521069,169.55822997213,170.188957288196,171.269577092781,171.91815951757,172.439850135058,172.982354024956,174.377894736842,175.476897689768,176.182717680566,176.775789449339,177.056867714315,177.713361193564,178.461640954053,179.307832784398,179.963763779609,180.503920856541,181.547563081395,182.075368689108,182.457734994801,183.196511422503,184.046205708803,184.436894300488,185.722400277827,186.060038354655,186.451785794163,187.368785472703,188.260472583735,188.545934968489,189.14935704859,189.990780564502,190.401128406335,191.506729738875,191.992201004759,192.505344227179,192.834960431624,193.260181859367,193.617006543064,193.982078267703,194.886223019153,195.42870551196,196.393921976814,196.60917055665,196.827653849369,197.290119475164,197.938646449064,198.292314504514,198.915411578791,199.3396092497,200.003015804054,200.737496678406,201.282196205755,202.007035010263,202.583100900263,203.076112740199,203.722369345433,204.256919214198,204.607901107112,205.139036588724,205.844267952067,206.08097371703,207.032755905512,208.034151395355,208.304305702532,209.491761802314,209.957540530964,210.497824060163,211.514468563863,212.532304922857,212.91724230261,213.913551105441,214.910237568759,216.279731997231,217.810855464984,219.205476423682,221.123456233558,221.922322938462,223.973658426862,226.42965912634,228.455500616953,228.411,233.49332936321
"460",160.781831566386,163.478625140232,167.236955118638,170.378980265064,171.587582827492,172.121137153403,173.218937954461,174.174037660761,175.477432349107,176.066283533518,177.268085106383,178.017698145852,179.671835513292,180.459172166139,180.635803632762,181.429166397138,182.15211156125,182.888026906299,184.217299667095,184.623462315217,186.121725536297,187.010960837748,187.761344280837,188.340814236555,189.987812399691,190.751822705613,191.381782194297,192.007293608598,192.364249627544,193.391134792002,194.040387514583,194.936836094278,195.500346422004,195.973938331329,196.760115450442,197.351279702455,197.507802598386,198.071682642358,198.884067356255,199.327711602116,200.770020865158,201.212461121855,201.704430900671,202.625813388437,203.683635189601,203.999129998064,204.608232828054,205.542726001093,205.995143840404,207.043682881963,207.631884261553,208.239061248998,208.417393789896,208.657926198458,209.039612352389,209.379827533604,210.307778864103,210.928461718252,211.930891089109,212.027659574468,212.254725329974,212.594160330779,213.415350330126,213.859381781801,214.344521502611,214.623898747642,215.44896597923,216.142646348958,216.965109104973,217.672106585955,218.400637822512,218.962580566825,219.691122215338,220.314703877508,220.921453281778,221.480221977303,222.317882464433,222.618683611638,223.477231167993,224.930027548209,225.205147085361,226.433333333334,226.880411916912,227.511230123646,228.641603709227,229.830456604122,230.215653854864,230.9801167067,231.918338009526,233.451912208683,235.09674803015,236.376682079156,238.483662789218,239.070193781223,241.217727710857,243.239394366472,245.592625137309,247.146841294201,251.451971804126
"461",160.776883075928,163.471586933133,167.21383432223,170.358145639132,171.565375970223,172.097672874432,173.195447941452,174.149556955746,175.454896687289,176.042669826274,177.245592705167,177.993647594933,179.646018245004,180.43324501355,180.609982607564,181.4041417439,182.128143567416,182.866017390307,184.197459783806,184.603200566676,186.101098920317,186.989423032397,187.741365842174,188.321397297077,189.970922337117,190.736525013379,191.366244840634,191.99309856453,192.349522887535,193.373018468228,194.022737459218,194.918999916461,195.481791506654,195.955755875522,196.740374890553,197.332829480696,197.489391652816,198.054144400486,198.868984714837,199.310448741127,200.752897580529,201.194660479934,201.686600701683,202.608735620964,203.668119246971,203.982821734425,204.590631124586,205.526599424205,205.978809004576,207.030275407389,207.616676402352,208.224108257433,208.400312985375,208.639888061879,209.021543692962,209.362179026768,210.2919183091,210.913498191175,211.917821782178,212.014893617021,212.240459270381,212.579952025299,213.400046721422,213.842201482186,214.327644877949,214.60654545174,215.430280322654,216.125452064859,216.948483353982,217.655264224614,218.384412812712,218.946793785394,219.673243414244,220.298471173656,220.90441099693,221.462938268786,222.297281387942,222.59722710295,223.456641767984,224.912947658402,225.187897637501,226.417857142858,226.866168576898,227.497146710476,228.62900657807,229.820986108833,230.205481309288,230.968941802713,231.907854914227,233.444494595822,235.092193615005,236.371590945221,238.470561541327,239.056070021617,241.206592564926,243.229430450223,245.574714239169,247.127753349716,251.429273567392
"462",160.771934585471,163.464548726035,167.190713525822,170.337311013199,171.543169112954,172.07420859546,173.171957928443,174.125076250731,175.432361025471,176.01905611903,177.223100303951,177.969597044013,179.620200976716,180.40731786096,180.584161582366,181.379117090663,182.104175573582,182.844007874315,184.177619900517,184.582938818136,186.080472304338,186.967885227047,187.72138740351,188.301980357599,189.954032274543,190.721227321144,191.350707486972,191.978903520461,192.334796147525,193.354902144455,194.005087403854,194.901163738643,195.463236591303,195.937573419715,196.720634330664,197.314379258938,197.470980707246,198.036606158615,198.85390207342,199.293185880138,200.7357742959,201.176859838014,201.668770502695,202.591657853491,203.652603304341,203.966513470785,204.573029421119,205.510472847317,205.962474168747,207.016867932815,207.601468543151,208.209155265867,208.383232180853,208.6218499253,209.003475033534,209.344530519933,210.276057754098,210.898534664099,211.904752475247,212.002127659574,212.226193210787,212.565743719819,213.384743112719,213.825021182571,214.310768253287,214.589192155839,215.411594666078,216.10825778076,216.931857602991,217.638421863272,218.368187802912,218.931007003963,219.655364613151,220.282238469803,220.887368712081,221.445654560268,222.276680311451,222.575770594262,223.436052367975,224.895867768595,225.170648189641,226.402380952381,226.851925236883,227.483063297306,228.616409446913,229.811515613544,230.195308763712,230.957766898726,231.897371818927,233.437076982962,235.08763919986,236.366499811286,238.457460293437,239.041946262011,241.195457418995,243.219466533974,245.556803341029,247.108665405231,251.406575330657
"463",160.766986095014,163.457510518936,167.167592729413,170.316476387267,171.520962255685,172.050744316489,173.148467915434,174.100595545716,175.409825363653,175.995442411786,177.200607902735,177.945546493094,179.594383708429,180.38139070837,180.558340557167,181.354092437425,182.080207579748,182.821998358323,184.157780017229,184.562677069595,186.059845688358,186.946347421697,187.701408964847,188.282563418121,189.937142211969,190.70592962891,191.33517013331,191.964708476392,192.320069407515,193.336785820681,193.987437348489,194.883327560826,195.444681675953,195.919390963908,196.700893770775,197.295929037179,197.452569761676,198.019067916743,198.838819432002,199.275923019149,200.71865101127,201.159059196094,201.650940303708,202.574580086018,203.637087361711,203.950205207145,204.555427717651,205.494346270429,205.946139332919,207.00346045824,207.586260683949,208.194202274302,208.366151376332,208.603811788721,208.985406374107,209.326882013097,210.260197199095,210.883571137022,211.891683168316,211.989361702128,212.211927151194,212.551535414339,213.369439504015,213.807840882956,214.293891628625,214.571838859938,215.392909009501,216.09106349666,216.915231852,217.62157950193,218.351962793111,218.915220222532,219.637485812057,220.266005765951,220.870326427233,221.428370851751,222.256079234961,222.554314085573,223.415462967965,224.878787878788,225.153398741781,226.386904761905,226.837681896869,227.468979884136,228.603812315756,229.802045118255,230.185136218136,230.946591994739,231.886888723627,233.429659370101,235.083084784715,236.361408677352,238.444359045546,239.027822502405,241.184322273063,243.209502617725,245.538892442889,247.089577460745,251.383877093922
"464",148.665896446219,150.780705516603,154.165511265164,156.759856115108,157.675270840152,158.314527304617,159.180293435092,159.978865590794,161.119019491147,161.755674735663,162.716948687707,163.501776815992,164.817300656771,165.975321105638,166.247282702476,167.21235531359,167.793817687286,168.309365555594,169.490745402697,170.12047110608,171.199717415349,171.8449545255,172.371889125886,172.915844513196,174.32,175.42409240924,176.124435777276,176.722567039605,177.000848793359,177.646460119992,178.39482451137,179.238569178969,179.888828691919,180.431644923107,181.463010848396,181.996671036203,182.383407385652,183.125325251809,183.984088203901,184.366633671289,185.652516517179,185.987927815469,186.379612952099,187.298715688871,188.197493695134,188.479512284989,189.076984410322,189.923019029415,190.332446568196,191.450908258249,191.928749965423,192.442580083502,192.763810513475,193.183379678606,193.540375734634,193.906793648049,194.817442105468,195.363421013854,196.333725291678,196.549213447363,196.761683676532,197.22298899052,197.867011471077,198.213719001674,198.838658924118,199.259964543349,199.917967888769,200.658294235371,201.204860337667,201.934158980313,202.513029841588,203.007292366778,203.64459865641,204.185169639291,204.533556564583,205.064998093861,205.758514363808,205.99179839998,206.948503937008,207.959514020382,208.230708137917,209.425527283256,209.89629563991,210.437213022459,211.457694750298,212.487806112459,212.868141208811,213.861009594863,214.859143018737,216.24031852086,217.784658377312,219.175021487545,221.058751657959,221.854362092995,223.917281628777,226.376330342464,228.372322668279,228.325166666667,233.386776070859
"465",140.926772644811,142.513264489315,145.551715412348,147.610172738161,148.269985039064,149.002676278517,149.652860066473,150.30203753199,151.264396715249,152.031803647225,152.809258439706,153.592362490337,154.602677347752,155.997905428872,156.337630549218,157.400822375066,157.885383559068,158.228729470939,159.233382718116,160.020811630138,160.751152341261,161.193458355992,161.538783544214,162.032493740333,163.191166851323,164.568374287008,165.240960079994,165.85679290472,166.104464525623,166.503305687165,167.283488937708,168.037529263299,168.714248278837,169.301139296226,170.451225965108,170.922755852002,171.525088458174,172.365391772181,173.28063354969,173.616370997311,174.688528796559,174.962110547055,175.274564706747,176.150171792773,176.878249473699,177.126758319507,177.696499584561,178.438104247436,178.79764748354,179.912882812422,180.294927790209,180.717182016193,181.161996517054,181.698644522379,182.027094777153,182.393160749332,183.237957699876,183.701254089821,184.625725095783,184.965493339258,185.168917150528,185.695307131854,186.225776743083,186.509400979576,187.239833646062,187.752939628923,188.26212694444,188.996375162337,189.374278662915,190.288857464578,190.726800973407,191.153527656258,191.704890854988,192.15539454399,192.322549420199,192.826554236356,193.422475083031,193.599594602788,194.608929900902,195.427895514638,195.74167562083,196.835305083311,197.304447523944,197.758776060503,198.688699191633,199.535378412961,199.949083375218,200.986173887338,201.969608437944,203.179264230151,204.548437743824,205.929852432365,207.718040504872,208.671338114883,210.507505775546,213.178948577334,214.860834849374,214.934865732289,219.985658002243
